partenza,arrivo,corse,con_misura,con_durata,durata_tot,ritardo_tot,in_ritardo,mesi,primo_mese,ultimo_mese,km,qualita_km,durata_media_min,ritardo_medio_min,min_per_100km,ritardo_per_100km,km_h_programmati,km_h_effettivi,pct_ritardo,attraversa_stretto
GIULIANOVA,SULMONA,420,420,420,50948.0000,1896,66,53,2019-12,2026-06,105.9500,ufficiale,121.3048,4.5143,114.4925,4.2608,52.4052,50.5249,15.7143,False
VENEZIA S LUCIA,VICENZA,27624,24759,27617,2123784.0000,51115,2943,82,2019-10,2026-07,67.2000,ufficiale,76.9013,2.0645,114.4365,3.0722,52.4308,51.0601,11.8866,False
POGGIO MIRTETO,ROMA TIBURTINA,3708,3491,3707,185948.0000,2724,112,81,2019-10,2026-07,43.8600,ufficiale,50.1613,0.7803,114.3669,1.7791,52.4627,51.6591,3.2082,False
ALESSANDRIA,MILANO ROGOREDO,1539,1486,1539,161112.0000,9498,545,15,2019-12,2026-07,91.5800,ufficiale,104.6862,6.3917,114.3112,6.9793,52.4883,49.4680,36.6756,False
ANTRODOCO CENTRO,TERNI,1663,1572,1663,123256.0000,3872,235,74,2019-10,2025-12,64.8600,ufficiale,74.1167,2.4631,114.2717,3.7976,52.5064,50.8176,14.9491,False
LADISPOLI CERVETERI,ROMA TIBURTINA,4513,4450,4512,246342.0000,11639,640,80,2019-10,2026-07,47.8500,ufficiale,54.5971,2.6155,114.1005,5.4661,52.5852,50.1813,14.3820,False
TREVISO CENTRALE,VICENZA,54323,53961,54319,3719935.0000,62415,2844,82,2019-10,2026-07,60.0600,ufficiale,68.4831,1.1567,114.0245,1.9259,52.6203,51.7463,5.2705,False
FIRENZE S MARIA NOVELLA,PISA CENTRALE,75312,73838,75304,6662569.0000,181526,9922,82,2019-10,2026-07,77.6100,ufficiale,88.4756,2.4584,114.0003,3.1677,52.6314,51.2085,13.4375,False
RAGUSA,SIRACUSA,2623,2472,2621,332375.0000,7267,388,64,2019-10,2026-03,111.2400,ufficiale,126.8123,2.9397,113.9988,2.6427,52.6321,51.4397,15.6958,False
MODICA,VITTORIA,1020,1010,1019,70224.0000,2301,118,52,2019-10,2026-06,60.5200,ufficiale,68.9146,2.2782,113.8708,3.7644,52.6913,51.0051,11.6832,False
CANTELLO GAGGIOLO,MALPENSA AEROPORTO T1,1056,1056,1056,62304.0000,912,46,6,2020-12,2021-05,51.8300,ufficiale,59.0000,0.8636,113.8337,1.6663,52.7085,51.9481,4.3561,False
BELLUNO,PADOVA,10850,10440,10850,1377236.0000,15243,716,41,2019-10,2026-07,111.5800,ufficiale,126.9342,1.4601,113.7607,1.3085,52.7423,52.1425,6.8582,False
ROSOLINI,SIRACUSA,3917,3742,3914,212495.0000,6137,310,54,2019-10,2025-05,47.7400,ufficiale,54.2910,1.6400,113.7223,3.4353,52.7601,51.2131,8.2843,False
MILANO GRECO PIRELLI,PIACENZA,90934,89204,90895,7133215.0000,354222,23877,82,2019-10,2026-07,69.1400,ufficiale,78.4775,3.9709,113.5052,5.7433,52.8610,50.3151,26.7667,False
SAVONA,VENTIMIGLIA,41483,40334,41477,4685419.0000,102501,6252,82,2019-10,2026-07,99.5400,ufficiale,112.9643,2.5413,113.4863,2.5530,52.8698,51.7066,15.5006,False
FOGGIA,POTENZA CENTRALE,15638,13267,15637,2099701.0000,30765,1534,32,2021-11,2024-06,118.3300,ufficiale,134.2777,2.3189,113.4773,1.9597,52.8740,51.9764,11.5625,False
REGGIO CALABRIA CENTRALE,ROSARNO,9612,9390,9605,657973.0000,11844,519,71,2019-10,2026-07,60.5000,ufficiale,68.5032,1.2613,113.2284,2.0849,52.9902,52.0322,5.5272,False
GELA,SIRACUSA,5459,5033,5457,1120486.0000,26313,1087,58,2019-10,2025-06,181.3600,ufficiale,205.3300,5.2281,113.2168,2.8827,52.9957,51.6798,21.5975,False
BORGOMANERO,NOVARA,3783,3683,3783,134429.0000,8932,530,78,2019-10,2026-07,31.4000,ufficiale,35.5350,2.4252,113.1689,7.7236,53.0181,49.6309,14.3904,False
ALBA,TORINO LINGOTTO,605,594,605,42450.0000,10629,331,76,2019-10,2026-07,62.0200,ufficiale,70.1653,17.8939,113.1333,28.8519,53.0348,42.2579,55.7239,False
ARONA,NOVARA,30966,30722,30966,1366408.0000,52677,2571,82,2019-10,2026-07,39.0200,stimata,44.1261,1.7146,113.0858,4.3942,53.0571,51.0725,8.3686,False
SARZANA,SAVONA,1479,1476,1479,240782.0000,5005,309,76,2019-10,2026-07,143.9700,ufficiale,162.8005,3.3909,113.0795,2.3553,53.0600,51.9774,20.9350,False
PORTOGRUARO CAORLE,TREVISO CENTRALE,38462,38163,38458,2280636.0000,45341,2189,82,2019-10,2026-07,52.4600,ufficiale,59.3020,1.1881,113.0423,2.2648,53.0775,52.0350,5.7359,False
FERRARA,RIMINI,2263,1211,2263,312965.0000,4811,245,82,2019-10,2026-07,122.4600,ufficiale,138.2965,3.9727,112.9320,3.2441,53.1293,51.6457,20.2312,False
COLLEFERRO SEGNI PALIANO,ROMA TIBURTINA,3003,2755,3000,181642.0000,4280,243,79,2019-10,2026-07,53.6400,ufficiale,60.5473,1.5535,112.8772,2.8962,53.1551,51.8254,8.8203,False
FOGGIA,POTENZA INFERIORE,12908,11036,12907,1732808.0000,31504,1588,26,2019-10,2021-11,118.9700,stimata,134.2534,2.8547,112.8464,2.3995,53.1696,52.0626,14.3893,False
COLICO,SONDRIO,3463,3390,3463,157782.0000,12820,743,71,2019-10,2026-07,40.4700,ufficiale,45.5622,3.7817,112.5827,9.3445,53.2941,49.2097,21.9174,False
BORGO VAL TARO,LA SPEZIA CENTRALE,899,877,899,59347.0000,3156,195,39,2019-10,2026-07,58.7800,ufficiale,66.0145,3.5986,112.3077,6.1222,53.4247,50.6629,22.2349,False
MILANO PORTA GARIBALDI,NOVARA,15620,15159,15614,844772.0000,56730,3564,81,2019-10,2026-06,48.2000,ufficiale,54.1035,3.7423,112.2479,7.7642,53.4531,49.9950,23.5108,False
CHIUSI CHIANCIANO TERME,PERUGIA,1215,1213,1215,96981.0000,2033,112,25,2020-07,2025-05,71.1500,ufficiale,79.8198,1.6760,112.1852,2.3556,53.4830,52.3831,9.2333,False
IMOLA,S PIETRO IN CASALE,3336,3318,3335,214849.0000,6004,364,80,2019-10,2026-07,57.4300,ufficiale,64.4225,1.8095,112.1757,3.1508,53.4875,52.0262,10.9705,False
NOTO,SIRACUSA,496,461,496,17938.0000,1294,63,28,2019-11,2024-02,32.2400,ufficiale,36.1653,2.8069,112.1753,8.7064,53.4877,49.6353,13.6659,False
MILANO PORTA GENOVA,VIGEVANO,331,320,331,11760.0000,1702,45,20,2019-11,2025-12,31.6800,ufficiale,35.5287,5.3187,112.1487,16.7890,53.5004,46.5341,14.0625,False
BOLOGNA CENTRALE,S BENEDETTO SAMBRO CASTIGLIONE PEPOLI,26769,26295,26761,1217532.0000,18400,922,78,2019-10,2026-07,40.5800,ufficiale,45.4965,0.6998,112.1156,1.7244,53.5162,52.7056,3.5064,False
FOSSANO,TORINO AEROPORTO CASELLE,500,499,500,46068.0000,889,48,4,2025-04,2026-06,82.2000,ufficiale,92.1360,1.7816,112.0876,2.1674,53.5296,52.5141,9.6192,False
CASERTA,SARNO,819,807,819,36168.0000,3541,221,31,2019-10,2026-07,39.4100,ufficiale,44.1612,4.3879,112.0558,11.1339,53.5448,48.7054,27.3854,False
TERNI,TERONTOLA CORTONA,3660,3609,3660,542291.0000,9194,590,81,2019-10,2026-07,132.2800,ufficiale,148.1669,2.5475,112.0101,1.9259,53.5666,52.6612,16.3480,False
COLLEFERRO SEGNI PALIANO,ROMA TUSCOLANA,1691,1535,1691,96408.0000,2024,112,80,2019-10,2026-07,50.9500,ufficiale,57.0124,1.3186,111.8988,2.5880,53.6199,52.4078,7.2964,False
MILANO PORTA GARIBALDI,PREMOSELLO CHIOVENDA,553,474,553,64525.0000,3683,242,16,2020-12,2026-06,104.3300,ufficiale,116.6817,7.7700,111.8391,7.4476,53.6485,50.2990,51.0549,False
OLMENETA,TREVIGLIO,688,652,688,41313.0000,4129,173,54,2019-11,2026-07,53.7400,ufficiale,60.0480,6.3328,111.7379,11.7842,53.6971,48.5743,26.5337,False
CREMONA,TREVIGLIO,61206,60308,61195,4413818.0000,239971,15186,82,2019-10,2026-07,64.5800,ufficiale,72.1271,3.9791,111.6864,6.1615,53.7218,50.9131,25.1807,False
S BENEDETTO DEL TRONTO,SULMONA,1966,1964,1966,285000.0000,900,32,82,2019-10,2026-07,129.8100,ufficiale,144.9644,0.4582,111.6743,0.3530,53.7277,53.5584,1.6293,False
ORTE,ROMA TIBURTINA,2559,2327,2559,219631.0000,3955,167,46,2019-10,2026-07,76.9000,ufficiale,85.8269,1.6996,111.6084,2.2102,53.7594,52.7155,7.1766,False
BOLOGNA CENTRALE,FERRARA,52238,45208,52231,2728332.0000,65118,3963,82,2019-10,2026-07,46.8300,ufficiale,52.2359,1.4404,111.5436,3.0758,53.7906,52.3471,8.7661,False
BARI CENTRALE,VILLA S GIOVANNI,762,678,762,383503.0000,5141,165,14,2025-06,2026-07,451.5900,ufficiale,503.2848,7.5826,111.4473,1.6791,53.8371,53.0380,24.3363,False
GENOVA BRIGNOLE,LA SPEZIA CENTRALE,36720,36030,36714,3436997.0000,177691,12141,82,2019-10,2026-07,84.0400,ufficiale,93.6154,4.9318,111.3939,5.8683,53.8629,51.1674,33.6969,False
MONFALCONE,UDINE,1186,1183,1186,59067.0000,5758,209,43,2020-01,2026-07,44.7500,ufficiale,49.8035,4.8673,111.2928,10.8766,53.9118,49.1121,17.6669,False
MODENA,SUZZARA,1181,1170,1181,55336.0000,4608,167,55,2019-11,2026-07,42.1100,ufficiale,46.8552,3.9385,111.2686,9.3528,53.9236,49.7424,14.2735,False
ASTI,TORINO STURA,51405,50345,51401,3676370.0000,70569,4003,82,2019-10,2026-07,64.3000,ufficiale,71.5233,1.4017,111.2338,2.1800,53.9405,52.9037,7.9511,False
CASERTA,CASSINO,20098,18455,20094,1545822.0000,46391,2820,82,2019-10,2026-07,69.1700,ufficiale,76.9295,2.5137,111.2181,3.6341,53.9481,52.2411,15.2804,False
GENOVA BRIGNOLE,PARMA,3534,3387,3534,764850.0000,13193,859,72,2019-10,2026-07,194.6200,ufficiale,216.4261,3.8952,111.2045,2.0014,53.9547,53.0008,25.3617,False
FOSSANO,SAVONA,6274,6075,6272,584399.0000,10248,621,80,2019-10,2026-07,83.8000,ufficiale,93.1759,1.6869,111.1884,2.0130,53.9625,53.0029,10.2222,False
FERRARA,IMOLA,10505,10415,10503,938079.0000,31643,2270,81,2019-10,2026-07,80.3800,ufficiale,89.3153,3.0382,111.1164,3.7798,53.9974,52.2211,21.7955,False
CEVA,SAVONA,722,702,722,36597.0000,1477,67,10,2020-10,2026-06,45.6500,ufficiale,50.6884,2.1040,111.0369,4.6090,54.0361,51.8825,9.5442,False
LUINO,MILANO PORTA GARIBALDI,11615,11391,11615,1089063.0000,58657,3362,82,2019-10,2026-07,84.4800,ufficiale,93.7635,5.1494,110.9890,6.0954,54.0594,51.2451,29.5145,False
NAPOLI CENTRALE,VAIRANO CAIANELLO,10456,9605,10455,927468.0000,31997,1722,82,2019-10,2026-07,79.9400,ufficiale,88.7105,3.3313,110.9713,4.1672,54.0680,52.1111,17.9282,False
BRESSANONE,MERANO,319,319,319,25272.0000,1372,84,12,2021-01,2026-07,71.4100,ufficiale,79.2226,4.3009,110.9404,6.0229,54.0831,51.2981,26.3323,False
LIERNA,MILANO CENTRALE,452,451,452,31982.0000,2196,138,4,2023-05,2025-03,63.8600,ufficiale,70.7566,4.8692,110.7996,7.6248,54.1518,50.6652,30.5987,False
PESARO,RAVENNA,6190,6150,6190,569732.0000,11319,508,78,2019-10,2026-07,83.2200,ufficiale,92.0407,1.8405,110.5993,2.2116,54.2499,53.1864,8.2602,False
LAVENO MOMBELLO,MILANO PORTA GARIBALDI,417,411,417,32244.0000,1747,81,15,2019-12,2026-07,69.9200,ufficiale,77.3237,4.2506,110.5889,6.0792,54.2550,51.4279,19.7080,False
FORTEZZA,MERANO,2234,2230,2234,201427.0000,4331,216,69,2019-10,2026-07,81.5800,ufficiale,90.1643,1.9422,110.5225,2.3807,54.2876,53.1429,9.6861,False
AREZZO,SESTRI LEVANTE,304,293,304,87503.0000,2204,123,39,2020-06,2026-07,260.5100,ufficiale,287.8388,7.5222,110.4905,2.8875,54.3033,52.9203,41.9795,False
MILANO LAMBRATE,PIACENZA,887,868,887,63931.0000,12999,486,78,2019-10,2026-07,65.2500,ufficiale,72.0755,14.9758,110.4606,22.9514,54.3180,44.9735,55.9908,False
BUSTO ARSIZIO,STABIO,28335,28216,28335,1247366.0000,59187,3899,55,2021-06,2026-07,39.8600,stimata,44.0221,2.0976,110.4418,5.2625,54.3273,51.8563,13.8184,False
CATANZARO LIDO,LAMEZIA TERME CENTRALE,36523,35347,36518,1740136.0000,44030,2244,81,2019-10,2026-07,43.1600,ufficiale,47.6515,1.2457,110.4065,2.8861,54.3446,52.9602,6.3485,False
GENOVA BRIGNOLE,PONTREMOLI,1007,994,1007,138617.0000,4376,260,50,2020-03,2026-05,124.8900,ufficiale,137.6534,4.4024,110.2197,3.5250,54.4367,52.7497,26.1569,False
ROVIGO,VERONA PORTA NUOVA,13279,12626,13279,1385114.0000,35139,1900,22,2024-09,2026-07,94.6400,ufficiale,104.3086,2.7831,110.2162,2.9407,54.4385,53.0237,15.0483,False
BOLOGNA CENTRALE,FIRENZE S MARIA NOVELLA,6531,6182,6531,658381.0000,9411,437,77,2019-10,2026-07,91.4900,ufficiale,100.8086,1.5223,110.1854,1.6639,54.4537,53.6436,7.0689,False
L AQUILA,SULMONA,42120,41965,42118,2796820.0000,68697,3118,82,2019-10,2026-07,60.2700,ufficiale,66.4044,1.6370,110.1782,2.7161,54.4572,53.1471,7.4300,False
CASTELFRANCO VENETO,PADOVA,8225,8037,8223,273789.0000,9290,312,81,2019-10,2026-07,30.2400,ufficiale,33.2955,1.1559,110.1042,3.8224,54.4938,52.6655,3.8820,False
DONNAFUGATA,SIRACUSA,614,608,614,88352.0000,5666,243,39,2019-11,2024-02,130.7700,ufficiale,143.8958,9.3191,110.0373,7.1263,54.5270,51.2104,39.9671,False
FABRIANO,FOLIGNO,2400,2262,2400,152911.0000,4577,322,77,2019-10,2026-06,57.9300,ufficiale,63.7129,2.0234,109.9826,3.4929,54.5541,52.8749,14.2352,False
LADISPOLI CERVETERI,ROMA TUSCOLANA,1609,939,1609,77990.0000,1030,68,80,2019-10,2026-07,44.1000,ufficiale,48.4711,1.0969,109.9118,2.4873,54.5892,53.3812,7.2417,False
SCHIO,VENEZIA MESTRE,1172,1128,1172,115746.0000,2349,156,67,2019-10,2026-07,89.9500,ufficiale,98.7594,2.0824,109.7936,2.3151,54.6480,53.5195,13.8298,False
BOLOGNA CENTRALE,FIRENZE CAMPO MARTE,2389,2226,2388,245051.0000,7794,397,69,2019-10,2026-07,93.5600,ufficiale,102.6177,3.5013,109.6811,3.7424,54.7040,52.8991,17.8347,False
CASTELBOLOGNESE RIOLO TERME,RIMINI,507,453,506,38391.0000,2174,85,43,2019-10,2026-07,69.2100,ufficiale,75.8715,4.7991,109.6251,6.9341,54.7320,51.4760,18.7638,False
GALLARATE,VENTIMIGLIA,307,304,307,102224.0000,5231,236,25,2023-04,2026-07,303.9700,ufficiale,332.9772,17.2072,109.5428,5.6608,54.7731,52.0817,77.6316,False
PIRAINETO,TRAPANI,9646,9357,9645,1717106.0000,31349,1315,64,2019-10,2026-07,162.5300,ufficiale,178.0307,3.3503,109.5371,2.0614,54.7759,53.7642,14.0536,False
DOMODOSSOLA,MILANO PORTA GARIBALDI,28947,25044,28941,3799102.0000,119293,7325,79,2019-10,2026-06,119.8700,ufficiale,131.2706,4.7633,109.5108,3.9738,54.7891,52.8706,29.2485,False
LIVORNO CENTRALE,PONTEDERA CASCIANA TERME,3419,3386,3418,143543.0000,5579,254,80,2019-10,2026-07,38.3600,ufficiale,41.9962,1.6477,109.4791,4.2953,54.8050,52.7359,7.5015,False
MILANO PORTA VITTORIA,PAVIA,1350,1343,1350,47919.0000,5251,450,8,2019-10,2026-07,32.4400,ufficiale,35.4956,3.9099,109.4191,12.0527,54.8350,49.3942,33.5071,False
EMPOLI,SIENA,47181,45784,47164,3247031.0000,100420,5249,81,2019-10,2026-07,63.0100,ufficiale,68.8455,2.1933,109.2613,3.4809,54.9142,53.2187,11.4647,False
LECCE,REGGIO CALABRIA CENTRALE,1398,812,1398,712916.0000,7781,245,25,2024-06,2026-07,467.0200,ufficiale,509.9542,9.5825,109.1932,2.0518,54.9485,53.9350,30.1724,False
MALPENSA AEROPORTO T2,MILANO CENTRALE,11474,11290,11453,678791.0000,33355,2483,33,2019-10,2025-02,54.3100,ufficiale,59.2675,2.9544,109.1282,5.4399,54.9812,52.3706,21.9929,False
CAMPOBASSO,NAPOLI CENTRALE,1535,1347,1535,279447.0000,8476,357,9,2019-10,2020-06,167.0900,stimata,182.0502,6.2925,108.9534,3.7659,55.0694,53.2296,26.5033,False
IMPERIA,TORINO PORTA NUOVA,600,583,600,136187.0000,5176,275,41,2020-06,2026-07,208.4300,ufficiale,226.9783,8.8782,108.8991,4.2596,55.0969,53.0229,47.1698,False
TORINO STURA,VILLAFRANCA CANTARANA,303,303,303,16253.0000,621,31,8,2022-09,2024-10,49.2600,stimata,53.6403,2.0495,108.8921,4.1606,55.1004,53.0726,10.2310,False
MILANO CERTOSA,VOGHERA,1185,1167,1185,85967.0000,13036,876,59,2019-10,2026-05,66.7100,ufficiale,72.5460,11.1705,108.7483,16.7449,55.1733,47.8114,75.0643,False
FERRARA,MONSELICE,400,389,400,23005.0000,475,30,6,2021-06,2025-11,52.9400,ufficiale,57.5125,1.2211,108.6371,2.3065,55.2297,54.0815,7.7121,False
BRA,TORINO STURA,1480,1467,1480,92224.0000,5870,237,67,2019-10,2026-06,57.3700,ufficiale,62.3135,4.0014,108.6169,6.9747,55.2400,51.9069,16.1554,False
ALCANTARA,SIRACUSA,700,669,700,95988.0000,2810,147,28,2021-03,2026-07,126.4000,ufficiale,137.1257,4.2003,108.4855,3.3230,55.3069,53.6632,21.9731,False
REGGIO CALABRIA CENTRALE,TARANTO,6015,5781,6014,2425364.0000,64054,2643,57,2019-10,2024-10,371.7800,ufficiale,403.2863,11.0801,108.4745,2.9803,55.3126,53.8335,45.7187,False
GALLARATE,MILANO PORTA GARIBALDI,2828,2713,2828,118648.0000,15123,1040,60,2019-10,2026-07,38.6800,ufficiale,41.9547,5.5743,108.4662,14.4113,55.3168,48.8291,38.3339,False
MILANO PORTA GENOVA,VALENZA,489,479,489,38596.0000,4026,249,27,2019-12,2025-05,72.7800,ufficiale,78.9284,8.4050,108.4480,11.5485,55.3261,50.0015,51.9833,False
ROMA TERMINI,S BENEDETTO DEL TRONTO,883,757,883,288778.0000,3908,214,21,2023-08,2026-07,301.7500,ufficiale,327.0419,5.1625,108.3817,1.7108,55.3599,54.4996,28.2695,False
BRESCIA,OLMENETA,690,675,690,29442.0000,2519,160,11,2021-12,2026-07,39.3700,ufficiale,42.6696,3.7319,108.3809,9.4789,55.3603,50.9079,23.7037,False
TRIESTE CENTRALE,UDINE,50554,50093,50549,3940248.0000,95927,4749,82,2019-10,2026-07,72.0100,ufficiale,77.9491,1.9150,108.2476,2.6593,55.4285,54.0994,9.4804,False
CASERTA,VAIRANO CAIANELLO,1951,1794,1951,96674.0000,6409,298,80,2019-10,2026-07,45.8000,ufficiale,49.5510,3.5725,108.1900,7.8001,55.4580,51.7286,16.6109,False
ORTE,RIETI,504,374,504,37291.0000,1899,108,34,2019-11,2026-06,68.4100,ufficiale,73.9901,5.0775,108.1568,7.4222,55.4750,51.9125,28.8770,False
FIUMEFREDDO SICILIA,SIRACUSA,1523,1517,1523,199231.0000,1643,81,70,2019-10,2026-07,120.9900,ufficiale,130.8148,1.0831,108.1204,0.8952,55.4937,55.0380,5.3395,False
MILANO CENTRALE,ROMANO,496,481,495,24581.0000,2204,108,42,2019-10,2026-07,45.9600,ufficiale,49.6586,4.5821,108.0474,9.9698,55.5312,50.8400,22.4532,False
CASTELVETRANO,CINISI TERRASINI,953,948,952,84138.0000,2000,86,48,2019-10,2026-07,81.8600,ufficiale,88.3803,2.1097,107.9651,2.5772,55.5735,54.2778,9.0717,False
LECCO MAGGIANICO,MILANO ROGOREDO,2471,2389,2471,138238.0000,13734,1033,47,2022-09,2026-07,51.8300,ufficiale,55.9442,5.7488,107.9378,11.0917,55.5876,50.4077,43.2398,False
ORTE,VITERBO PORTA FIORENTINA,18121,17528,18121,1029008.0000,30846,1757,77,2019-10,2026-07,52.6500,ufficiale,56.7854,1.7598,107.8545,3.3425,55.6305,53.9583,10.0240,False
CALTANISSETTA CENTRALE,TAORMINA,621,620,621,112298.0000,856,48,37,2019-10,2023-03,167.9900,stimata,180.8341,1.3806,107.6458,0.8219,55.7384,55.3160,7.7419,False
CINISI TERRASINI,TRAPANI,1380,963,1380,231814.0000,3502,165,61,2019-10,2026-07,156.2300,ufficiale,167.9812,3.6366,107.5217,2.3277,55.8027,54.6202,17.1340,False
FOLIGNO,TERONTOLA CORTONA,16842,16719,16841,1488452.0000,54556,3641,82,2019-10,2026-07,82.2000,ufficiale,88.3826,3.2631,107.5215,3.9697,55.8028,53.8159,21.7776,False
MARSALA,PIRAINETO,1302,1224,1302,184611.0000,2495,125,22,2019-11,2026-05,131.8800,ufficiale,141.7903,2.0384,107.5147,1.5456,55.8063,55.0154,10.2124,False
MILANO PORTA GARIBALDI,VARESE,7173,6893,7171,411516.0000,55244,3182,82,2019-10,2026-07,53.3800,ufficiale,57.3861,8.0145,107.5049,15.0141,55.8114,48.9720,46.1628,False
GELA,MODICA,2414,2320,2409,232123.0000,4697,234,62,2019-10,2026-06,89.6600,ufficiale,96.3566,2.0246,107.4689,2.2581,55.8301,54.6812,10.0862,False
FOSSANO,VENTIMIGLIA,484,484,484,95344.0000,2127,128,17,2019-10,2025-01,183.3400,ufficiale,196.9917,4.3946,107.4461,2.3970,55.8419,54.6234,26.4463,False
CREMONA,MANTOVA,7681,7609,7680,513309.0000,32568,2287,51,2019-10,2024-01,62.2300,ufficiale,66.8371,4.2802,107.4034,6.8780,55.8642,52.5020,30.0565,False
FOLIGNO,TERNI,2728,2425,2728,159230.0000,6892,498,82,2019-10,2026-07,54.3500,ufficiale,58.3688,2.8421,107.3942,5.2292,55.8689,53.2749,20.5361,False
CALTANISSETTA CENTRALE,DITTAINO,5001,4699,5001,285035.0000,5609,295,23,2019-12,2025-12,53.0900,ufficiale,56.9956,1.1937,107.3566,2.2484,55.8885,54.7421,6.2779,False
ALBENGA,SAVONA,539,529,539,21591.0000,2497,123,82,2019-10,2026-07,37.3500,ufficiale,40.0575,4.7202,107.2490,12.6378,55.9446,50.0472,23.2514,False
BORGO VAL TARO,PISA CENTRALE,794,773,794,98297.0000,743,44,30,2020-11,2026-07,115.4600,ufficiale,123.7997,0.9612,107.2231,0.8325,55.9581,55.5270,5.6921,False
NAPOLI CAMPI FLEGREI,SAPRI,417,321,417,82407.0000,944,38,16,2020-06,2023-09,184.5100,ufficiale,197.6187,2.9408,107.1046,1.5938,56.0200,55.1986,11.8380,False
LA SPEZIA CENTRALE,LIVORNO CENTRALE,6411,6309,6410,634990.0000,11350,731,82,2019-10,2026-07,92.5300,ufficiale,99.0624,1.7990,107.0598,1.9443,56.0435,55.0438,11.5866,False
EMPOLI,GROSSETO,1002,985,1002,175537.0000,3527,159,48,2019-10,2026-05,163.6500,ufficiale,175.1866,3.5807,107.0496,2.1880,56.0488,54.9261,16.1421,False
CONEGLIANO,VENEZIA S LUCIA,22436,21574,22431,1350196.0000,33007,1720,82,2019-10,2026-07,56.3000,ufficiale,60.1933,1.5299,106.9153,2.7175,56.1192,54.7282,7.9726,False
CREMONA,PARMA,2836,2799,2836,169438.0000,10661,761,80,2019-10,2026-06,55.9100,ufficiale,59.7454,3.8089,106.8600,6.8125,56.1482,52.7832,27.1883,False
LADISPOLI CERVETERI,ROMA TERMINI,18061,17659,18059,909985.0000,33598,1865,81,2019-10,2026-07,47.1800,ufficiale,50.3896,1.9026,106.8028,4.0326,56.1783,54.1343,10.5612,False
CHIUSI CHIANCIANO TERME,EMPOLI,3539,3502,3539,557028.0000,15849,1084,79,2019-10,2026-07,147.4000,ufficiale,157.3970,4.5257,106.7822,3.0704,56.1891,54.6187,30.9537,False
ROMA TERMINI,S SEVERA,358,326,358,22599.0000,1943,114,21,2019-12,2026-07,59.2000,ufficiale,63.1257,5.9601,106.6312,10.0678,56.2687,51.4143,34.9693,False
BOLOGNA CENTRALE,MANTOVA,4660,4646,4660,486567.0000,15992,1008,82,2019-10,2026-07,97.9700,ufficiale,104.4135,3.4421,106.5770,3.5134,56.2973,54.5006,21.6961,False
COLLEFERRO SEGNI PALIANO,FROSINONE,344,342,344,11691.0000,538,15,16,2020-07,2026-07,31.8900,ufficiale,33.9855,1.5731,106.5709,4.9329,56.3005,53.8098,4.3860,False
ASTI,TORINO LINGOTTO,406,401,406,22258.0000,4346,170,63,2019-11,2026-06,51.4600,ufficiale,54.8227,10.8379,106.5345,21.0608,56.3198,47.0237,42.3940,False
BATTIPAGLIA,CASERTA,4157,4079,4154,359657.0000,10910,604,81,2019-10,2026-07,81.3200,ufficiale,86.5809,2.6747,106.4694,3.2891,56.3542,54.6655,14.8076,False
MESSINA CENTRALE,PATTI S PIERO PATTI,21425,21193,21421,1398838.0000,32764,1842,82,2019-10,2026-07,61.4200,ufficiale,65.3022,1.5460,106.3207,2.5171,56.4330,55.1279,8.6915,False
FROSINONE,ROMA TERMINI,40098,35840,40094,3547521.0000,63269,3143,81,2019-10,2026-07,83.2300,ufficiale,88.4801,1.7653,106.3079,2.1210,56.4398,55.3358,8.7695,False
CIVITAVECCHIA,ROMA TIBURTINA,1872,1838,1872,155652.0000,2569,125,77,2019-10,2026-07,78.2400,ufficiale,83.1474,1.3977,106.2723,1.7864,56.4587,55.5254,6.8009,False
GENOVA BRIGNOLE,VENTIMIGLIA,35421,35043,35414,5436848.0000,133781,7118,82,2019-10,2026-07,144.4900,ufficiale,153.5226,3.8176,106.2513,2.6421,56.4699,55.0997,20.3122,False
BOLZANO,S CANDIDO,1127,1126,1127,135360.0000,3523,115,61,2019-10,2026-07,113.1000,ufficiale,120.1065,3.1288,106.1949,2.7664,56.4999,55.0654,10.2131,False
FOSSANO,S GIUSEPPE CAIRO,24310,23741,24305,1638688.0000,21869,1121,81,2019-10,2026-07,63.5100,ufficiale,67.4218,0.9211,106.1594,1.4504,56.5188,55.7570,4.7218,False
ALCAMO DIRAMAZIONE,MARSALA,425,400,425,38535.0000,691,39,14,2022-12,2025-10,85.4600,ufficiale,90.6706,1.7275,106.0971,2.0214,56.5520,55.4947,9.7500,False
LA SPEZIA CENTRALE,PARMA,39706,38642,39701,5028132.0000,105574,6870,79,2019-10,2026-07,119.4300,ufficiale,126.6500,2.7321,106.0454,2.2876,56.5795,55.3848,17.7786,False
ADRIA,VENEZIA S LUCIA,22876,22730,22873,2550137.0000,63788,3768,54,2019-10,2026-07,105.2400,ufficiale,111.4911,2.8063,105.9399,2.6666,56.6359,55.2453,16.5772,False
FIRENZE S MARIA NOVELLA,MASSA CENTRO,369,368,369,46880.0000,1259,51,28,2020-09,2026-07,120.0000,ufficiale,127.0461,3.4212,105.8717,2.8510,56.6724,55.1863,13.8587,False
AGRIGENTO CENTRALE,PALERMO NOTARBARTOLO,389,378,389,57619.0000,1049,31,19,2024-01,2026-05,139.9700,ufficiale,148.1208,2.7751,105.8233,1.9827,56.6983,55.6556,8.2011,False
